unique_id,ds,y
BJ,2010-01-01 00:00:00,0.7846105310384233
BJ,2010-01-01 01:00:00,0.7846105310384233
BJ,2010-01-01 02:00:00,0.7846105310384233
BJ,2010-01-01 03:00:00,0.7846105310384233
BJ,2010-01-01 04:00:00,0.7846105310384233
BJ,2010-01-01 05:00:00,0.7846105310384233
BJ,2010-01-01 06:00:00,0.7846105310384233
BJ,2010-01-01 07:00:00,0.7846105310384233
BJ,2010-01-01 08:00:00,0.7846105310384233
BJ,2010-01-01 09:00:00,0.7846105310384233
BJ,2010-01-01 10:00:00,0.7846105310384233
BJ,2010-01-01 11:00:00,0.7846105310384233
BJ,2010-01-01 12:00:00,0.7846105310384233
BJ,2010-01-01 13:00:00,0.7846105310384233
BJ,2010-01-01 14:00:00,0.7846105310384233
BJ,2010-01-01 15:00:00,0.7846105310384233
BJ,2010-01-01 16:00:00,0.7846105310384233
BJ,2010-01-01 17:00:00,0.7846105310384233
BJ,2010-01-01 18:00:00,0.7846105310384233
BJ,2010-01-01 19:00:00,0.7846105310384233
BJ,2010-01-01 20:00:00,0.7846105310384233
BJ,2010-01-01 21:00:00,0.7846105310384233
BJ,2010-01-01 22:00:00,0.7846105310384233
BJ,2010-01-01 23:00:00,0.7846105310384233
BJ,2010-01-02 00:00:00,1.0461473838303923
BJ,2010-01-02 01:00:00,1.1975634557800194
BJ,2010-01-02 02:00:00,1.5003955860105322
BJ,2010-01-02 03:00:00,0.9084964043602797
BJ,2010-01-02 04:00:00,0.50930858576694
BJ,2010-01-02 05:00:00,0.45424820218013995
BJ,2010-01-02 06:00:00,0.7157850413033672
BJ,2010-01-02 07:00:00,0.6607246577165671
BJ,2010-01-02 08:00:00,0.8259058221457087
BJ,2010-01-02 09:00:00,0.9360266029880507
BJ,2010-01-02 10:00:00,1.1012077674171923
BJ,2010-01-02 11:00:00,1.0461473838303923
BJ,2010-01-02 12:00:00,1.2663889318463342
BJ,2010-01-02 13:00:00,1.1837983496317632
BJ,2010-01-02 14:00:00,1.1287379660449632
BJ,2010-01-02 15:00:00,1.1975634557800194
BJ,2010-01-02 16:00:00,1.2663889318463342
BJ,2010-01-02 17:00:00,1.348979514060905
BJ,2010-01-02 18:00:00,1.0599124763099068
BJ,2010-01-02 19:00:00,1.1287379660449632
BJ,2010-01-02 20:00:00,1.2663889318463342
BJ,2010-01-02 21:00:00,1.156268164672734
BJ,2010-01-02 22:00:00,0.7433152399311378
BJ,2010-01-02 23:00:00,0.24777174664371263
BJ,2010-01-03 00:00:00,-0.12388588699059791
BJ,2010-01-03 01:00:00,-0.09635568836282722
BJ,2010-01-03 02:00:00,-0.2340066541641981
BJ,2010-01-03 03:00:00,-0.09635568836282722
BJ,2010-01-03 04:00:00,0.15141605828088558
BJ,2010-01-03 05:00:00,0.2615368391232272
BJ,2010-01-03 06:00:00,0.19271134938817105
BJ,2010-01-03 07:00:00,0.13765096580137098
BJ,2010-01-03 08:00:00,0.19271134938817105
BJ,2010-01-03 09:00:00,0.08259058221457075
BJ,2010-01-03 10:00:00,0.3578925274860542
BJ,2010-01-03 11:00:00,0.4817784008079106
BJ,2010-01-03 12:00:00,0.24777174664371263
BJ,2010-01-03 13:00:00,0.33036232885828354
BJ,2010-01-03 14:00:00,0.31659722271002727
BJ,2010-01-03 15:00:00,0.19271134938817105
BJ,2010-01-03 16:00:00,-0.02753019862777088
BJ,2010-01-03 17:00:00,-0.15141607194962728
BJ,2010-01-03 18:00:00,-0.2615368527919689
BJ,2010-01-03 19:00:00,-0.013765106148256292
BJ,2010-01-03 20:00:00,0.0
BJ,2010-01-03 21:00:00,0.05506038358680006
BJ,2010-01-03 22:00:00,0.013765092479514587
BJ,2010-01-03 23:00:00,0.09635567469408553
BJ,2010-01-04 00:00:00,-0.19271136305691267
BJ,2010-01-04 01:00:00,-0.6469595789057943
BJ,2010-01-04 02:00:00,-0.633194472757538
BJ,2010-01-04 03:00:00,-0.6056642877985088
BJ,2010-01-04 04:00:00,-0.633194472757538
BJ,2010-01-04 05:00:00,-0.7157850549721089
BJ,2010-01-04 06:00:00,-0.5918991816502526
BJ,2010-01-04 07:00:00,-0.633194472757538
BJ,2010-01-04 08:00:00,-0.6194293802780233
BJ,2010-01-04 09:00:00,-0.6194293802780233
BJ,2010-01-04 10:00:00,-0.6469595789057943
BJ,2010-01-04 11:00:00,-0.5918991816502526
BJ,2010-01-04 12:00:00,-0.5506038905429671
BJ,2010-01-04 13:00:00,-0.6056642877985088
BJ,2010-01-04 14:00:00,-0.5918991816502526
BJ,2010-01-04 15:00:00,-0.5781340891707378
BJ,2010-01-04 16:00:00,-0.5781340891707378
BJ,2010-01-04 17:00:00,-0.6056642877985088
BJ,2010-01-04 18:00:00,-0.633194472757538
BJ,2010-01-04 19:00:00,-0.5643689966912233
BJ,2010-01-04 20:00:00,-0.5368387980634525
BJ,2010-01-04 21:00:00,-0.5918991816502526
BJ,2010-01-04 22:00:00,-0.5643689966912233
BJ,2010-01-04 23:00:00,-0.5781340891707378
